Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Second Country,Birthplace,Other Group,Former Group
Nayun,Kim Nayun,31/07/1998,MOMOLAND,9/11/2016,Double Kick,South Korea,,Seoul,,
NC.A,Im Soeun,7/10/1996,UNI.T,18/05/2018,Unit Culture,South Korea,,Osan,,
New,Choi Chanhee,26/04/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,Jeonju,,
New Sun,Choi Yoonsun,19/06/1997,Sonamoo,29/12/2014,TS,South Korea,,,,
Nichkhun,Nichkhun Horvejkul,24/06/1988,2PM,4/07/2008,JYP,Thailand,USA,California,,
Nicole,Nicole Jung,7/10/1991,KARA,29/03/2007,DSP,South Korea,USA,Los Angeles,,
Niel,Ahn Daniel,16/08/1994,Teen Top,9/07/2010,TOP Media,South Korea,,Anyang,,
Ni-Ki,Nishimura Riki,9/12/2005,ENHYPEN,30/11/2020,Be:lift,Japan,,,,
Nina,Nina Nadia Mateer,15/03/2003,IRRIS,6/07/2022,Mellow,Australia,South Korea,Brisbane,,
Nine,Jung Wookjin,13/12/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,
Ningning,Ning Yizhuo,23/10/2002,aespa,17/11/2020,SM,China,,Harbin,,
Noah,Hwang Seundae,18/03/1998,CHECKMATE,19/06/2012,Yedang,South Korea,,,,
Noah,Song Yubin,2/08/2000,T1419,21/09/2007,CJ E&M,South Korea,,,,
Noeul,No Eul,10/05/1989,Rainbow,12/11/2009,DSP,South Korea,,Jeonju,,
Nova,Maria Pavlovna Emelyanova,10/10/2002,X:IN,11/04/2023,Escrow,Russia,,Moscow,,
O.V,Kim Sanchan,3/01/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,
Olivia Hye,Son Hyeju,13/11/2001,LOONA,20/08/2018,Blockberry,South Korea,,,Loona yyxy,
On,Kim Dongwoo,,ABLUE,23/10/2022,J-Star,South Korea,,,,
On,Choi Juhwan,16/10/2002,T1419,21/09/2007,CJ E&M,South Korea,,,,
Onda,Jo Selim,18/05/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,
Onejunn,Jo Wonjun,22/11/1988,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,Changwon,,
Onew,Lee Jinki,14/12/1989,SHINee,25/05/2008,SM,South Korea,,Gwangmyeong,,
P.O,Pyo Jihoon,2/02/1993,Block B,15/04/2011,KQ,South Korea,,Seoul,Bastarz,
Park Kyung,Park Kyung,8/07/1992,Block B,15/04/2011,KQ,South Korea,,Seoul,,
Peniel,Shin Donggeun,10/03/1993,BtoB,21/03/2012,Cube,South Korea,USA,Chicago,,
P-Goon,Park Sehyuk,18/10/1991,,,,South Korea,,Seoul,,Topp Dogg
Pharita,Pharita Chaikong,26/08/2005,BABYMONSTER,0/01/1900,YG,Thailand,,Bangkok,,
Prince,Pasidh Vataniyapromote,10/01/2003,Ghost9,23/09/2020,Maroo,Thailand,,,,
PSY,Park Jaesang,31/12/1977,,,,South Korea,,Seoul,,
Q,Ji Changmin,5/11/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,,,
Qri,Lee Jihyun,12/12/1986,T-ara,29/07/2009,MBK,South Korea,,Goyang,,
ra.L,Yi Taehyun,29/09/2003,TRENDZ,5/01/2022,Interpark,South Korea,,,,
Rachel,Sung Nayeon,28/08/2000,APRIL,24/08/2015,DSP,South Korea,USA,,,
Rain,Jung Jihoon,25/06/1982,,,,South Korea,,Seosan,,
Raina,Oh Hyerin,7/05/1989,After School,15/01/2009,Pledis,South Korea,,Ulsan,Orange Caramel,
Rainie,Chu Chingyu,16/11/2000,bugAboo,25/10/2021,A team,Taiwan,,,,
Rakwon,Seok Rakwon,14/11/2003,ATBO,27/07/2022,IST,South Korea,,Seoul,,
Rano,Byun Yongseop,10/12/1998,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Raon,Lee Seoyoung,21/01/2000,ANS,16/09/2019,ANS,South Korea,,,,
Raots,Ren Yuchen,1/03/2000,JWiiver,17/02/2022,JTG,China,,,,
Ravi,Kim Wonsik,15/02/1993,VIXX,24/05/2012,Jellyfish,South Korea,,Seoul,VIXX LR,
Ravn,Kim Yoongjo,2/09/1995,Oneus,9/01/2019,RBW,South Korea,,,,
Rayeon,Lee Rayeon,24/11/2001,FANATICS,6/08/2019,FENT,South Korea,,Gwangju,,
Red,Lee Heejin,10/07/1991,Pungdeng-E,11/12/2013,DOMA,South Korea,,Daegu,,
Rei,Naoi Rei,3/02/2004,IVE,1/12/2021,Starship,Japan,,,,
Remi,Katsuno Rise,26/04/2001,Cherry Bullet,21/01/2019,FNC,Japan,,,,
Ren,Choi Minki,3/11/1995,NU'EST,15/03/2012,Pledis,South Korea,,Busan,NU'EST W,
Rena,Kang Yebin,19/10/1998,Hinapia,3/11/2019,Alseulbit,South Korea,,,Pristin V,Pristin
Renjun,Hwang Renjun,23/03/2000,NCT,9/04/2016,SM,China,,Jilin,NCT Dream,
Ria,Kuwayama Ria,3/02/1998,BOTOPASS,26/08/2020,WKS ENE,Japan,,,,
Ricky,Yoo Changhyun,27/02/1995,Teen Top,9/07/2010,TOP Media,South Korea,,Seoul,,
Rie,Lee Seungho,6/11/1996,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,
Rihan,Choi Yeonsik,22/05/1998,JWiiver,17/02/2022,JTG,South Korea,,,,
Riho,Jin Seungwook,1/03/1998,VARSITY,5/01/2017,GKC,South Korea,,Incheon,,
Riina,Lee Seunghyeon,21/02/2001,H1-KEY,5/01/2022,GLG,South Korea,,,,
Rina,Kang Soeun,27/09/2001,Weki Meki,8/08/2017,Fantagio,South Korea,,,,
Rinji,Hwang Rinji,5/05/2006,Pixy,24/02/2021,ALLART,South Korea,,,,
Rio,Son Gwanghyuk,16/07/1999,14U,17/04/2017,BG,South Korea,,,,
Ririka,Kishida Ririka,2/07/2002,ILY:1,4/04/2022,FC ENM,Japan,,,,
Riwon,Kim Riwon,11/01/2007,CLASS:y,5/05/2022,Universal,South Korea,,,,
RM,Kim Namjoon,12/09/1994,BTS,13/06/2013,Big Hit,South Korea,,Ilsan,,
Roa,Kim Minkyung,29/07/1997,Hinapia,3/11/2019,Alseulbit,South Korea,,,Pristin V,Pristin
Roa,,,X:IN,11/04/2023,Escrow,South Korea,,,,
Rocky,Park Minhyuk,25/02/1999,ASTRO,23/02/2016,Fantagio,South Korea,,Jinju,,
Roda,Shin Joongmin,19/09/1998,MONT,14/05/2014,Starship,South Korea,,,,
Roel,Kim Sunho,13/02/1997,ARGON,11/03/2019,MSH,South Korea,,,,
Rokhyun,Kim Rokhyun,10/02/1991,100%,18/09/2012,TOP Media,South Korea,,Suncheon,,
Romin,Choi Youngmin,24/04/2001,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Ron,Cheon Byeonghwa,22/01/1991,Bigflo,19/07/2014,HO,South Korea,,,,
Rona,Chang Ching,5/06/2002,ILY:1,4/04/2022,FC ENM,Taiwan,,Taipei,,
Roni,Jeong Rowoon,31/07/1994,,,,South Korea,,,,XEED
Rora,Lee Dain,5/08/2008,BABYMONSTER,0/01/1900,YG,South Korea,,,,
Rosé,Roseanne Park,11/02/1997,BLACKPINK,8/08/2016,YG,South Korea,,Auckland,,
Roshin,Bae Sijun,13/04/2001,JWiiver,17/02/2022,JTG,South Korea,,Daegu,,
Rowoon,Kim Seokwoo,7/08/1996,SF9,5/10/2016,FNC,South Korea,,,,
Royeon,Jeon Hyunjoo,20/02/1998,ANS,16/09/2019,ANS,South Korea,,,,
Rubin,Lee Haejoon,16/08/1995,1TEAM,27/03/2019,LiveWorks,South Korea,,,,
Ruby,Heo Jiwon,21/08/2002,PRIMROSE,13/03/2023,AO,South Korea,,,,
Rui,Jang Rui,7/03/2000,7 O'clock,26/08/2014,Jungle,South Korea,,Seoul,,
Rui,Watanabe Rui,8/10/1994,H.U.B,9/02/2017,New Planet,Japan,,,,N-Bulance
Ruka,Kawai Ruka,20/03/2002,BABYMONSTER,0/01/1900,YG,Japan,,,,
Ryeowook,Kim Ryeowook,21/06/1987,Super Junior,6/11/2005,SM,South Korea,,Incheon,Super Junior-M,
Ryujei,Chae Hocheol,8/11/1997,JWiiver,17/02/2022,JTG,South Korea,,Incheon,,
Ryujin,Shin Ryujin,17/04/2001,ITZY,12/02/2019,JYP,South Korea,,Seoul,,
S.Coups,Choi Seungcheol,8/08/1995,Seventeen,26/05/2015,Pledis,South Korea,,Daegu,,
Saebom,Kim Seyoung,13/01/1995,Favorite,5/07/2017,Astory,South Korea,,Gwacheon,,
Saebom,Kim Saerok,30/01/1997,NATURE,3/08/2018,n.CH,South Korea,,,,
Saebyeok,Shim Jaeyoung,9/11/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,
Saebyeol,Han Saebyeol,23/05/1996,Matilda,18/03/2016,Box,South Korea,,,,
Saena,Jung Sehyun,12/03/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,Busan,,
Saerom,Lee Saerom,7/01/1997,fromis_9,24/01/2018,Off The Record,South Korea,,Gangwon,,
Sakang,Jeon Sakang,26/10/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,
Sakura,Miyawaki Sakura,19/03/1998,LE SSERAFIM,2/05/2022,Source,Japan,,Kagoshima,,IZ*ONE
Sally,Liu Xiening,23/10/1996,Gugudan,28/06/2016,Jellyfish,China,,Guangdong,,
Samuel,Kim Samuel,17/01/2002,,,,South Korea,USA,Los Angeles,,1PUNCH
San,Choi San,10/07/1999,ATEEZ,24/10/2018,KQ,South Korea,,,,
Sana,Minatozaki Sana,29/12/1996,Twice,20/10/2015,JYP,Japan,,Osaka,MISAMO,
Sandeul,Lee Junghwan,20/03/1992,B1A4,19/04/2010,WM,South Korea,,Busan,,
Sanga,Lee Sanga,5/08/1999,,,,South Korea,,,,Pink Fantasy
Sangah,Yoo Sangah,4/09/2002,LIGHTSUM,10/06/2021,Cube,South Korea,,Incheon,,
Sangdo,Yoo Sangdo,2/03/1993,Topp Dogg,1/04/2020,n.CH,South Korea,,Incheon,,
Sangho,Jo Sangho,10/02/1995,SNUPER,16/11/2015,Widmay,South Korea,,Changwon,,
Sanghoon,Lee Sanghoon,23/12/1993,,,,South Korea,,Cheongju,,100%
Sangil,Shim Sangil,1/05/1993,SNUPER,16/11/2015,Widmay,South Korea,,Seoul,,
Sangmin,Kim Sangmin,7/07/1992,CROSS GENE,8/07/2012,Amuse,South Korea,,Jinju,,
Sangwoo,Kim Sangwoo,3/09/2002,JUST B,30/06/2021,Bluedot,South Korea,,,,
Sangyeon,Lee Sangyeon,4/11/1996,The Boyz,31/12/2017,Cre.Ker,South Korea,,,,
Sanha,Yoon Sanha,21/03/2000,ASTRO,23/02/2016,Fantagio,South Korea,,Seoul,,
Satbyeol,Jeon Yujin,27/02/2001,,,,South Korea,,,,Girls Alert| Pixy
Sea,Kim Sujeong,5/12/1999,Highteen,14/10/2016,Elijah,South Korea,,,,
Sebin,Jang Sebin,24/04/1996,SNUPER,16/11/2015,Widmay,South Korea,,Pocheon,OMEGA X,
Seea,Kang Eunyoung,21/08/1994,Pink Fantasy,28/10/2018,My Doll,South Korea,,,,
Seeun,Yoon Seeun,14/06/2003,STAYC,12/11/2020,Hi-Up,South Korea,,Pyeongtaek,,
Seeun,Park Seeun,17/08/2005,xikers,30/03/2023,KQ,South Korea,,Daegu,,
Segye,Shin Segye,19/08/1998,AREAL,21/08/2020,JZ Factory,South Korea,,,,Rose Finger
Sehun,Oh Sehun,12/04/1994,EXO,8/04/2012,SM,South Korea,,Seoul,,
Sehyung,Kang Sehyung,13/12/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,,,
Sei,Lee Seojung,7/01/2000,Weki Meki,8/08/2017,Fantagio,South Korea,,,,
Sejeong,Kim Sejeong,28/08/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,,,I.O.I
Sejin,Lee Sejin,22/07/1999,14U,17/04/2017,BG,South Korea,,,,
Sejun,Lim Sejun,4/05/1996,VICTON,9/11/2016,Plan A,South Korea,,,,
Seline,Jung Yeonjeong,20/06/2000,Cignature,4/02/2020,C9,South Korea,,,,
Semi,Gu Semi,10/04/2002,Cignature,4/02/2020,C9,South Korea,,,,
Semmi,Oh Heesun,22/10/1995,Matilda,18/03/2016,Box,South Korea,,,,
Seogoong,Park Hyunho,1/05/1992,,,,South Korea,,Seongnam,,Topp Dogg
Seoham,Park Seoham,28/10/1993,KNK,3/03/2016,YNB,South Korea,,,,
Seoho,Lee Seoho,7/06/1996,Oneus,9/01/2019,RBW,South Korea,,,,
Seohyun,Seo Joohyun,28/06/1991,SNSD,4/08/2021,Good Luck,South Korea,,Seoul,TTS,
Seoi,Lee Yejin,12/02/2000,H1-KEY,5/01/2022,GLG,South Korea,,,,
Seokcheol,Lee Seokchul,11/01/2000,TheEastLight,15/11/2018,Stardium,South Korea,,,,
Seokhwa,Kang Seokhwa,1/12/2000,WEi,5/10/2020,OUI,South Korea,,,,
Seokyoung,Kim Seokyung,16/04/1999,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,
Seol,Min Jihye,1/01/1997,P.O.P,26/07/2017,DWM,South Korea,,Gunsan,,
Seola,Kim Hyunjung,24/12/1994,WJSN,25/02/2016,Starship,South Korea,,Seoul,WJMK| WJSN The Black,
Seolhyun,Kim Seolhyun,3/01/1995,AoA,30/07/2012,FNC,South Korea,,Bucheon,,
Seonghwa,Park Seonghwa,3/04/1998,ATEEZ,24/10/2018,KQ,South Korea,,Jinju,,
Seonglee,Kim Seonglee,6/04/1994,,,,South Korea,,,,RAINZ
Seongmin,Ahn Seongmin,1/08/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,
Seongsoo,Park Seongsoo,7/04/1999,ABLUE,23/10/2022,J-Star,South Korea,,,,BECZ
Seongwu,Ong Seunwu,25/08/1995,Wanna One,7/08/2017,YMC,South Korea,,Incheon,,
Seonyu,Kim Seonyu,20/03/2008,CLASS:y,5/05/2022,Universal,South Korea,,,,
Seoryoung,Lee Seoryung,26/01/2000,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,
Seowon,Jang Seowon,5/12/2006,Lapillus,22/06/2022,MLD,South Korea,,Gwangju,,
Seowon,Seo Won,18/12/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,
Seoyeon,Ahn Seoyeon,26/03/2005,CSR,27/07/2022,A2Z,South Korea,,Bucheon,,
Seoyeon,Kim Minju,26/11/1995,Favorite,5/07/2017,Astory,South Korea,,Gwacheon,,
Seoyeon,Lee Seoyeon,22/01/2000,fromis_9,24/01/2018,Off The Record,South Korea,,Seoul,,
Seoyeon,Yoon Seoyeon,6/08/2003,tripleS,13/02/2023,MODHAUS,South Korea,,,,
Seoyoon,Kim Suyoung,26/01/1995,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,ILUV
Seoyoung,Lee Seoyoung,27/06/1994,Hello Venus,9/05/2012,Fantagio,South Korea,,,,
Seoyul,Seo Yuri,26/11/1997,Berry Good,21/05/2014,Asia Bridge,South Korea,,,,
Serim,Park Serim,3/03/1999,CRAVITY,14/04/2020,Starship,South Korea,,,,
Serri,Park Miyeon,16/09/1990,Dal Shabet,3/01/2011,Happy Face,South Korea,,Seoul,,
Seulgi,Kang Seulgi,10/02/1994,Red Velvet,1/08/2014,SM,South Korea,,Seoul,Red Velvet - IRENE SEULGI,
Seulgi,Jeong Seulgi,12/05/1990,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,
Seungah,Oh Seungah,13/09/1988,Rainbow,12/11/2009,DSP,South Korea,,Seoul,Rainbow Blaxx| Rainbow Pixie,
Seungchan,Kang Seungchan,1/01/2003,Newkidd,25/04/2019,J-FLO,South Korea,,,,
Seungeun,Shim Seungeun,27/12/2000,BVNDIT,10/04/2019,MNH,South Korea,,,,
Seunghan,Lee Seunghan,22/02/1996,DUSTIN,6/01/2020,LPA,South Korea,,,,
Seunghee,Oh Seunghee,10/10/1995,CLC,19/03/2015,Cube,South Korea,,Gwangju,,
Seunghee,Hyun Seunghee,25/01/1996,Oh My Girl,21/04/2015,WM,South Korea,,Chuncheon,,
Seungheon,Lee Seungheon,15/05/2007,8TURN,30/01/2023,MNH,South Korea,,,,
Seungho,Yang Seungho,16/10/1987,MBLAQ,14/10/2009,J. Tune,South Korea,,Seoul,,
Seunghun,Kim Seunghun,26/02/1999,CIX,23/07/2019,C9,South Korea,,,,
Seunghwan,Lee Seunghwan,20/05/2000,1the9,9/02/2019,MBK,South Korea,,,,
Seunghwan,Park Seunghwan,6/04/2002,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,
Seunghwan,Jeong Seunghwan,27/01/2004,ATBO,27/07/2022,IST,South Korea,,Busan,,
Seunghwan,Lee Seunghwan,10/12/1994,Romeo,4/11/2015,CT,South Korea,,,,
Seunghyub,Lee Seunghyub,31/10/1992,N.Flying,20/05/2015,FNC,South Korea,,Daegu,,
Seunghyun,Lee Seunghyun,17/07/1998,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,Spectrum
Seunghyun,Song Seungyun,21/08/1992,FTISLAND,7/06/2007,FNC,South Korea,,Seoul,,
Seunghyun,Lee Seunghyun,31/12/2001,TheEastLight,15/11/2018,Stardium,South Korea,,,,
Seungjun,Ji Seungjun,15/09/1998,Astin,16/11/2022,AB Creative,South Korea,,,,
Seungkwan,Boo Seungkwan,16/01/1998,Seventeen,26/05/2015,Pledis,South Korea,,Jeju,,
Seungmin,Bae Seungmin,13/10/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,
Seungmin,Lee Seungmin,3/02/1996,Hash Tag,11/10/2017,LUK,South Korea,,,,
Seungmin,Kim Seungmin,22/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,Seoul,,
Seungri,Lee Seunghyun,12/12/1990,,,,South Korea,,Gwangju,,BIGBANG
Seungsik,Kang Seungsik,16/04/1995,VICTON,9/11/2016,Plan A,South Korea,,,,
Seungwoo,Han Seungwoo,24/12/1994,VICTON,9/11/2016,Plan A,South Korea,,,,X1
Seungyeon,Jang Seunyeon,6/11/1996,CLC,19/03/2015,Cube,South Korea,,Seongnam,,
Seungyeon,Han Seungyeon,24/07/1988,KARA,29/03/2007,DSP,South Korea,,Seoul,,
Seungyeop,Choi Seungyeop,8/05/1997,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Seungyoon,Cho Seungyoon,5/08/1996,UNIQ,20/10/2014,Yuehua,South Korea,,,,X1
Seyeon,Park Seyeon,6/05/2001,Purplebeck,24/06/2019,Majesty,South Korea,,,,
Seyong,Kim Seyong,20/11/1991,MYNAME,27/10/2011,H2,South Korea,,Busan,,
Seyoung,Ha Seyoung,3/02/1999,ARTBEAT,16/11/2022,AB Creative,South Korea,,Daegu,,
Seyoung,Lee Seyoung,8/02/1990,CROSS GENE,8/07/2012,Amuse,South Korea,,Busan,,
Shana,Nonaka Shana,13/03/2003,Lapillus,22/06/2022,MLD,Japan,,Kochi,,
Sheon,Kim Suyeon,28/01/2003,Billlie,10/11/2021,MYSTIC,South Korea,,,,
Shiho,Kwon Subin,22/08/2001,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,
Shihyun,Kim Shihyun,6/05/1998,We In The Zone,27/05/2019,Choon,South Korea,,Changwon,,
Shin,Shin Wonho,23/10/1991,CROSS GENE,8/07/2012,Amuse,South Korea,,Seoul,,
Shin,Kim Suhyun,18/03/2000,Ghost9,23/09/2020,Maroo,South Korea,,,,
Shin Hyesung,Jung Pilkyo,27/11/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,Seoul,,
Shindong,Shin Donghee,28/09/1985,Super Junior,6/11/2005,SM,South Korea,,Mungyeong,,
Shinwon,Go Shinwon,11/12/1995,PENTAGON,10/10/2016,Cube,South Korea,,,,
Shinye,Kam Yerim,7/03/2004,MAJORS,9/03/2021,ANS,South Korea,,,,
Shinyoung,Park Shinyoung,19/03/2000,G-reyish,1/06/2017,Elijah,South Korea,,,,
Shita,Chae Gaho,1/10/1998,JWiiver,17/02/2022,JTG,Macau,,Macau,,
Shotaro,Osaki Shotaro,25/11/2000,NCT,9/04/2016,SM,Japan,,,NCT U,
Shownu,Son Hyunwoo,18/06/1992,MONSTA X,14/05/2014,Starship,South Korea,,,,
Shuhua,Yeh Shuhua,6/01/2000,(G)I-DLE,2/05/2018,Cube,Taiwan,,,,
Sian,Choi Changmin,1/02/2001,T1419,21/09/2007,CJ E&M,South Korea,,,,
Sieun,Lee Sieun,29/05/2001,ARTBEAT,16/11/2022,AB Creative,South Korea,,Daegu,,
Sieun,Lee Sieun,19/09/1993,CHECKMATE,19/06/2012,Yedang,South Korea,,,,
Sieun,Park Sieun,1/08/2001,STAYC,12/11/2020,Hi-Up,South Korea,,Seoul,,
Sihyeon,Kang Sihyeon,15/07/1998,ARIAZ,23/10/2019,Rising Star,South Korea,,,,
Sihyeon,Hwang Sihyeon,12/03/2005,CSR,27/07/2022,A2Z,South Korea,,Uijeongbu,,
Sihyeon,Kim Sihyeon,5/08/1999,Everglow,18/03/2019,Yuehua,South Korea,,,,
Sihyoung,Kim Sihyoung,15/05/1992,HISTORY,26/04/2013,LOEN,South Korea,,Busan,,
Sihyun,Park Sihyun,29/11/1986,SPICA,7/02/2012,CJ E&M,South Korea,,,SPICA-S,SPICA
Sika,Ren Shika,22/08/1995,,,,China,,,,FANATICS
Simyeong,Lee Simyeong,27/05/1999,BVNDIT,10/04/2019,MNH,South Korea,,,,
SinB,Hwang Eunbi,3/06/1998,VIVIZ,9/02/2022,Big Planet Made,South Korea,,Cheongju,,Gfriend
Sio,Jeong Jiho,6/10/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,Iksan,,
Sion,Kim Sion,19/10/2004,YOUNITE,20/04/2022,Brand New,South Korea,,,,
Sitala,Sitala Wongkrachang,23/04/1996,,,,Thailand,,,,H1-KEY
Siu,Hwang Inseok,19/05/1995,DUSTIN,6/01/2020,LPA,South Korea,,,,
Siwan,Yim Siwan,1/12/1988,ZE:A,7/01/2010,Star Empire,South Korea,,Busan,,
Siwon,Choi Siwon,7/04/1986,Super Junior,6/11/2005,SM,South Korea,,Seoul,Super Junior-M,
Siwoo,Park Siwoo,5/02/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,,,
Siwoo,Yoo Siwoo,11/05/2001,TRCNG,10/10/2017,TS,South Korea,,,,
Siyeon,Lee Siyeon,1/10/1995,Dreamcatcher,13/01/2017,Happy Face,South Korea,,Daegu,,Minx
Siyoon,Kim Siyoon,16/02/2005,Billlie,10/11/2021,MYSTIC,South Korea,,,,
Siyoung,Park Siyoung,6/05/2003,Mirae,17/03/2021,DSP,South Korea,,,,
Sodam,Park Sodam,26/11/2004,BLANK2Y,24/05/2022,Keystone,South Korea,,,,
Soeun,Bang Soeun,10/12/2005,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,
Soeun,Park Soeun,26/10/2002,Weeekly,30/07/2020,Play M,South Korea,,,,
Sohee,Uhm Sohee,1/01/2004,,,,South Korea,,,,ICHILLIN'
Sohee,Kim Sohee,31/12/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,
Sohee,Kim Sohee,20/01/1995,Nature,3/08/2018,n.CH,South Korea,,Busan,C.I.V.A,I.B.I
Sohee,Kim Sohee,14/08/2003,Rocket Punch,7/08/2019,Woollim,South Korea,,,,
Sohye,Kim Sohye,19/07/1999,,,,South Korea,,Seoul,,I.O.I
Sohyun,Kwon Sohyun,30/08/1994,4minute,15/06/2009,Cube,South Korea,,Seoul,,
Sojin,Jo Sojin,11/10/1991,9Muses,12/08/2010,Star Empire,South Korea,,Gwangju,9MUSES A,
Sojin,Park Sojin,21/05/1986,Girl's Day,9/07/2010,DreamT,South Korea,,Daegu,,
Sojin,Hong Sojin,24/09/1999,Hash Tag,11/10/2017,LUK,South Korea,,,,
Sojung,Lee Sojung,3/09/1993,Ladies' Code,7/03/2013,Polaris,South Korea,,Wonju,,
Solar,Kim Yongsun,21/02/1991,Mamamoo,18/06/2014,RBW,South Korea,,Seoul,,
Solbin,Ahn Solbin,19/08/1997,LABOUM,27/08/2014,NH,South Korea,,Ojeonggu,,
Solji,Heo Solji,10/01/1989,EXID,16/02/2012,Yedang,South Korea,,Seongnam,,
Somi,Jeon Somi,9/03/2001,,,,South Korea,Canada,Ontario,,I.O.I
Somin,Jang Somin,10/11/1993,BADKIZ,24/03/2014,Zoo,South Korea,,Gwangmyeon,,
Somin,Jeon Somin,22/08/1996,KARD,29/03/2007,DSP,South Korea,,Seoul,,April
Somyi,Ahn Somyi,26/01/2000,DIA,14/07/2015,MBK,South Korea,,Changwon,L.U.B,
Song,Song Yunhyeong,8/02/1995,iKON,15/09/2015,YG,South Korea,,,,
Songhee,Yoon Songhee,8/11/1998,BVNDIT,10/04/2019,MNH,South Korea,,,,
SongSun,Kim Songsun,22/03/1997,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,
Songyee,Park Songyee,25/09/2004,,,,South Korea,,,,woo!ah!
Soobin,Choi Soobin,5/12/2000,TXT,4/03/2019,Big Hit,South Korea,,,,
Soobin,Park Soobin,14/09/1996,WJSN,25/02/2016,Starship,South Korea,,Seoul,WJSN Chocome,
Soodam,Lee Soodam,9/11/1999,SECRET NUMBER,19/05/2020,Vine,South Korea,,,,
Soohyun,Shin Soohyun,11/03/1989,U-KISS,28/08/2008,NH Media,South Korea,,Pocheon,,
Soojin,Seo Soojin,9/03/1998,,,,South Korea,,,,(G)I-DLE
Soojin,Lee Soojin,12/12/2001,Weeekly,30/07/2020,Play M,South Korea,,,,
Soojung,Hwang Soojung,10/05/2001,Hi-L,11/08/2021,Kpop Live,South Korea,,Yongin,,
Soomin,Kim Soomin,3/10/2007,tripleS,13/02/2023,MODHAUS,South Korea,,Daegu,,
Sooyoung,Choi Sooyoung,10/02/1990,SNSD,4/08/2021,Good Luck,South Korea,,Gwangju,,
Sora,Sakata Sora,30/08/2003,woo!ah!,15/05/2020,NV,Japan,,,,
Sorn,Chonnasorn Sajakul,18/11/1996,CLC,19/03/2015,Cube,Thailand,,Bangkok,,
Soso,Wang Chingyi,14/03/2001,GWSN,5/09/2018,Kiwi Pop,Taiwan,,,,
Soul,Haku Shota,1/02/2005,P1Harmony,28/10/2020,FNC,Japan,,,,
Sowon,Kim Sojung,7/12/1995,Gfriend,15/01/2015,Source,South Korea,,Seoul,,
Sowon,Nam Soeun,13/12/2004,TRACER,3/04/2022,Gleamedia,South Korea,,,,
Soyee,Jang Sojin,21/11/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,,,
Soyeon,Park Soyeon,5/10/1987,,,,South Korea,,Andong,,T-ara
Soyeon,Jeon Soyeon,26/08/1998,(G)I-DLE,2/05/2018,Cube,South Korea,,,,
Soyeon,Jung Soyeon,4/05/1994,LABOUM,27/08/2014,NH,South Korea,,Gwangju,,
Soyou,Kang Jihyun,12/02/1992,SISTAR,6/03/2010,Starship,South Korea,,,,
Soyoung,Yoo Soyoung,29/03/1996,,,,South Korea,,Seoul,,After School
Soyul,Park Hyekyeong,15/05/1991,Crayon Pop,18/07/2012,Chrome,South Korea,,Seoul,,
St. Van,Lee Geumhyuk,22/12/1991,VAV,31/10/2015,A team,South Korea,,,,
Steve,Lim Dohyun,9/03/2002,YOUNITE,20/04/2022,Brand New,South Korea,USA,Los Angeles,,
Steven,Kim Steven,17/01/2000,Luminous,9/09/2021,Barunson,South Korea,Australia,Sydney,,
Sua,Yoo Sua,23/07/2005,CSR,27/07/2022,A2Z,South Korea,,Anyang,,
Sua,Kim Bora,10/08/1994,Dreamcatcher,13/01/2017,Happy Face,South Korea,,Changwon,,Minx
Sua,Yang Sua,24/03/1995,Hash Tag,11/10/2017,LUK,South Korea,,Gwangju,,
